"Year","Month","Day","Temp_max","Temp_min","Precipitation","Humidity","Date"
2018,10,27,25.5,19.2,30.7,97,2018-10-27
2018,10,28,25.7,19.2,7.5,98,2018-10-28
2018,10,29,24.3,19.6,0.4,94,2018-10-29
2018,10,30,25.3,17.7,1.5,93,2018-10-30
2018,10,31,26,18.4,2.1,93,2018-10-31
2018,11,1,26.4,18.3,5.6,94,2018-11-01
2018,11,2,26.1,19.4,5.8,93,2018-11-02
2018,11,3,26.2,17.7,10,90,2018-11-03
2018,11,4,27,18.4,85.5,94,2018-11-04
2018,11,5,27.1,18,2.7,92,2018-11-05
2018,11,6,26.1,18.7,13.5,94,2018-11-06
2018,11,7,26.5,17.6,5.9,94,2018-11-07
2018,11,8,25.8,18.3,3.9,93,2018-11-08
2018,11,9,27.2,19.5,7.8,93,2018-11-09
2018,11,10,27.1,18.8,16.2,93,2018-11-10
2018,11,11,27.9,18.7,8.4,93,2018-11-11
2018,11,12,27.2,19.7,0,94,2018-11-12
2018,11,13,28.7,19.2,2.9,95,2018-11-13
2018,11,14,25.9,19.7,24.3,97,2018-11-14
2018,11,15,25.4,18.9,1.8,95,2018-11-15
2018,11,16,25.9,19.5,3.4,95,2018-11-16
2018,11,17,27.5,18.9,0.9,93,2018-11-17
2018,11,18,27.2,19.4,0.7,93,2018-11-18
2018,11,19,26.7,19.4,3.3,93,2018-11-19
2018,11,20,27.2,19.3,0.4,97,2018-11-20
2018,11,21,24,19.2,7.5,97,2018-11-21
2018,11,22,24.6,19.8,63.4,97,2018-11-22
2018,11,23,27,19.1,18.9,96,2018-11-23
2018,11,24,26.8,18.2,2.6,91,2018-11-24
2018,11,25,27.1,17.9,0.5,91,2018-11-25
2018,11,26,27.3,18.2,17.7,91,2018-11-26
2018,11,27,26.6,18.4,9.8,92,2018-11-27
2018,11,28,27.4,17.8,4,91,2018-11-28
2018,11,29,29,19.7,44.4,98,2018-11-29
2018,11,30,24.9,18.1,4.1,94,2018-11-30
2018,11,31,NA,NA,NA,NA,NA
2018,12,1,25.3,17.6,0.3,89,2018-12-01
2018,12,2,28.2,17.2,1.4,91,2018-12-02
2018,12,3,28.2,18.9,10.1,96,2018-12-03
2018,12,4,26.6,18.9,9.1,95,2018-12-04
2018,12,5,26.5,17.3,0.2,88,2018-12-05
2018,12,6,28.3,17.1,1,91,2018-12-06
2018,12,7,25.8,18,0,89,2018-12-07
2018,12,8,27.8,17.6,1,91,2018-12-08
2018,12,9,26.6,17.9,0,93,2018-12-09
2018,12,10,27,18.7,0.5,87,2018-12-10
2018,12,11,28,17.7,0,80,2018-12-11
2018,12,12,28.8,16.1,0,79,2018-12-12
2018,12,13,27,17.6,0,89,2018-12-13
2018,12,14,27.4,19.5,0,92,2018-12-14
2018,12,15,26.6,18.6,0,85,2018-12-15
2018,12,16,29.7,17.9,0,82,2018-12-16
2018,12,17,27.3,16.8,0,78,2018-12-17
2018,12,18,27.6,16.5,1.1,90,2018-12-18
2018,12,19,26.9,17.3,3.3,90,2018-12-19
2018,12,20,27.1,18.6,0,88,2018-12-20
2018,12,21,26.7,18.1,0.4,72,2018-12-21
2018,12,22,30.1,17,0,73,2018-12-22
2018,12,23,27.9,17.2,0,65,2018-12-23
2018,12,24,29.4,16.6,0,83,2018-12-24
2018,12,25,27.8,17.8,0,82,2018-12-25
2018,12,26,29.3,17.2,0,76,2018-12-26
2018,12,27,30.3,17.6,0,86,2018-12-27
2018,12,28,28.1,16.8,0,82,2018-12-28
2018,12,29,30,16.8,0,75,2018-12-29
2018,12,30,30.8,16.8,0,82,2018-12-30
2018,12,31,28.9,17.1,0,76,2018-12-31
2019,1,1,30.7,17,0,83,2019-01-01
2019,1,2,30.7,16.9,0,88,2019-01-02
2019,1,3,27.9,18.6,0,87,2019-01-03
2019,1,4,30.3,19.2,0,85,2019-01-04
2019,1,5,29.6,17.6,0,78,2019-01-05
2019,1,6,29.2,16.6,0,84,2019-01-06
2019,1,7,29.1,18.1,0,85,2019-01-07
2019,1,8,28.8,18.1,0,81,2019-01-08
2019,1,9,28.8,18.2,0,85,2019-01-09
2019,1,10,28.5,17,2.4,85,2019-01-10
2019,1,11,29.4,17.2,4,89,2019-01-11
2019,1,12,27.7,17.2,0,82,2019-01-12
2019,1,13,29.2,15.8,0,71,2019-01-13
2019,1,14,30.6,15.3,0,65,2019-01-14
2019,1,15,30.4,14.8,0,76,2019-01-15
2019,1,16,28.3,16.1,0,74,2019-01-16
2019,1,17,28.5,16.1,0,72,2019-01-17
2019,1,18,28.4,15.2,0,69,2019-01-18
2019,1,19,30.2,16.8,0,85,2019-01-19
2019,1,20,27.9,17.4,0,71,2019-01-20
2019,1,21,32,19,0,56,2019-01-21
2019,1,22,30.8,16.9,0,58,2019-01-22
2019,1,23,30.4,16.8,0,78,2019-01-23
2019,1,24,29.4,17.7,0,74,2019-01-24
2019,1,25,30,18.8,0,80,2019-01-25
2019,1,26,30.1,17.8,0,83,2019-01-26
2019,1,27,31.7,18.3,0,82,2019-01-27
2019,1,28,29.8,18.5,0,77,2019-01-28
2019,1,29,30.1,17,12.3,88,2019-01-29
2019,1,30,29.1,17.3,0,77,2019-01-30
2019,1,31,30.5,16.8,0,64,2019-01-31
2019,2,1,31.3,17.7,19,86,2019-02-01
2019,2,2,28.9,17.2,0,82,2019-02-02
2019,2,3,29.3,16.6,0,82,2019-02-03
2019,2,4,29.5,16.9,0,73,2019-02-04
2019,2,5,29.7,18,0,78,2019-02-05
2019,2,6,29.4,16.6,0,72,2019-02-06
2019,2,7,29.1,16.4,0,74,2019-02-07
2019,2,8,29.8,16.2,0,62,2019-02-08
2019,2,9,31.1,16.8,0,47,2019-02-09
2019,2,10,31.5,17.5,0,52,2019-02-10
2019,2,11,30.8,18,0,57,2019-02-11
2019,2,12,30.6,18,0,78,2019-02-12
2019,2,13,30.8,18.2,0,80,2019-02-13
2019,2,14,30,17.5,0,80,2019-02-14
2019,2,15,30.7,17.6,0,76,2019-02-15
2019,2,16,30.4,18.6,0,80,2019-02-16
2019,2,17,30.8,18.4,0,78,2019-02-17
2019,2,18,30.9,18.4,0,72,2019-02-18
2019,2,19,32.6,18.4,0.9,81,2019-02-19
2019,2,20,29.2,18.1,0.1,82,2019-02-20
2019,2,21,30.4,18.6,0,80,2019-02-21
2019,2,22,32.6,19.4,0,79,2019-02-22
2019,2,23,31.3,18.9,0,81,2019-02-23
2019,2,24,30.9,18.9,10,83,2019-02-24
2019,2,25,30.5,18.3,2.2,89,2019-02-25
2019,2,26,28.2,17.1,0,77,2019-02-26
2019,2,27,30.1,17.3,12.1,86,2019-02-27
2019,2,28,29.8,17.4,0.6,79,2019-02-28
2019,2,29,NA,NA,NA,NA,NA
2019,2,30,NA,NA,NA,NA,NA
2019,2,31,NA,NA,NA,NA,NA
2019,3,1,28.6,18.4,10.5,81,2019-03-01
2019,3,2,30,18.4,0.1,86,2019-03-02
2019,3,3,30,18.3,0.8,87,2019-03-03
2019,3,4,29.3,18.8,0,86,2019-03-04
2019,3,5,29.7,17.7,2.6,81,2019-03-05
2019,3,6,28,17.5,0,67,2019-03-06
2019,3,7,31.7,17.1,0,58,2019-03-07
2019,3,8,31.7,17.8,0,49,2019-03-08
2019,3,9,32.4,15.9,0,67,2019-03-09
2019,3,10,32.3,17.4,0,75,2019-03-10
2019,3,11,31.5,18.5,0,66,2019-03-11
2019,3,12,32.7,19.3,0,55,2019-03-12
2019,3,13,32.3,16.4,0,64,2019-03-13
2019,3,14,31.4,18.2,1.3,74,2019-03-14
2019,3,15,31,17.4,0,75,2019-03-15
2019,3,16,31.7,18.4,0,72,2019-03-16
2019,3,17,32.3,18.4,0,70,2019-03-17
2019,3,18,32.6,18.7,0.8,82,2019-03-18
2019,3,19,31.7,18.9,32.8,89,2019-03-19
2019,3,20,30.8,18.8,20.8,89,2019-03-20
2019,3,21,30.9,18.1,14.8,82,2019-03-21
2019,3,22,30.9,18.3,0,62,2019-03-22
2019,3,23,31.2,17.1,0.6,73,2019-03-23
2019,3,24,29.9,19,0,69,2019-03-24
2019,3,25,29.2,18.7,6,86,2019-03-25
2019,3,26,29.9,18.9,0,74,2019-03-26
2019,3,27,31.4,18.5,0,60,2019-03-27
2019,3,28,32.6,18.5,1.1,64,2019-03-28
2019,3,29,31.7,17.8,0.4,80,2019-03-29
2019,3,30,30.1,19,5.4,86,2019-03-30
2019,3,31,29.9,19.8,0.6,86,2019-03-31
2019,4,1,31.4,20.9,13.4,92,2019-04-01
2019,4,2,28.6,18.6,0,82,2019-04-02
2019,4,3,29.6,17.3,0,64,2019-04-03
2019,4,4,31.4,17.9,0,83,2019-04-04
2019,4,5,28.6,18.3,0,90,2019-04-05
2019,4,6,24.6,17.5,0,84,2019-04-06
2019,4,7,29.5,20,2.3,91,2019-04-07
2019,4,8,29,19.5,35.8,90,2019-04-08
2019,4,9,29.9,19.8,5.7,94,2019-04-09
2019,4,10,28.5,19.5,15,94,2019-04-10
2019,4,11,26.5,18.1,1,89,2019-04-11
2019,4,12,27.7,19.2,0,88,2019-04-12
2019,4,13,30.1,19.2,0,85,2019-04-13
2019,4,14,30.5,20.2,7.1,89,2019-04-14
2019,4,15,30,19.6,0,87,2019-04-15
2019,4,16,30.5,18.6,1.8,83,2019-04-16
2019,4,17,31.8,18.9,0,85,2019-04-17
2019,4,18,31,19.3,9.4,90,2019-04-18
2019,4,19,29.7,19.4,5.2,92,2019-04-19
2019,4,20,28.4,20,27.7,95,2019-04-20
2019,4,21,27.2,18.6,1.4,89,2019-04-21
2019,4,22,29,19,4.2,95,2019-04-22
2019,4,23,26.1,18.5,15.3,94,2019-04-23
2019,4,24,25.5,18.2,0.9,90,2019-04-24
2019,4,25,29.5,18.7,0,86,2019-04-25
2019,4,26,29.5,19.5,0,85,2019-04-26
2019,4,27,30.8,19.7,16,92,2019-04-27
2019,4,28,29.6,20.1,0,92,2019-04-28
2019,4,29,29.2,20.1,0.1,90,2019-04-29
2019,4,30,29.6,18.9,2.3,90,2019-04-30
2019,4,31,NA,NA,NA,NA,NA
2019,5,1,28.4,19.4,8.3,90,2019-05-01
2019,5,2,28.1,20.5,0,93,2019-05-02
2019,5,3,27.3,20.3,15.9,93,2019-05-03
2019,5,4,27.2,19.2,7.1,84,2019-05-04
2019,5,5,31.7,20.3,1.9,93,2019-05-05
2019,5,6,29,20.1,6.1,91,2019-05-06
2019,5,7,29.6,19.9,4.8,94,2019-05-07
2019,5,8,27,19.7,55.2,97,2019-05-08
2019,5,9,27.3,19.2,14.2,92,2019-05-09
2019,5,10,28.3,18.7,37.5,93,2019-05-10
2019,5,11,27.1,18.7,2.1,89,2019-05-11
2019,5,12,30.6,20,25.5,99,2019-05-12
2019,5,13,23.9,18.7,12.4,94,2019-05-13
2019,5,14,28.9,19,9.9,95,2019-05-14
2019,5,15,29.1,18.3,47.9,91,2019-05-15
2019,5,16,30.2,18.6,7,93,2019-05-16
2019,5,17,26.5,19.5,11.8,93,2019-05-17
2019,5,18,28.4,19.3,4.8,94,2019-05-18
2019,5,19,27,19.1,3.9,92,2019-05-19
2019,5,20,27.6,18.2,28.8,91,2019-05-20
2019,5,21,28.4,17.9,34.4,92,2019-05-21
2019,5,22,25.6,18.4,3.6,96,2019-05-22
2019,5,23,24.2,18.3,50.5,92,2019-05-23
2019,5,24,27.9,18.6,18.1,97,2019-05-24
2019,5,25,25.5,17.3,2.2,90,2019-05-25
2019,5,26,25.9,18.4,1.2,91,2019-05-26
2019,5,27,27.5,18.5,58.2,97,2019-05-27
2019,5,28,25.9,17.9,22.8,95,2019-05-28
2019,5,29,25.8,18.6,14,90,2019-05-29
2019,5,30,27.9,19.2,2,93,2019-05-30
2019,5,31,28,19.3,38.2,94,2019-05-31
2019,6,1,27.4,18.7,0,89,2019-06-01
2019,6,2,27.7,18.1,0.2,91,2019-06-02
2019,6,3,28.6,20,25.4,93,2019-06-03
2019,6,4,27.6,19.5,25,94,2019-06-04
2019,6,5,27.9,20.1,6.9,96,2019-06-05
2019,6,6,28.5,19.9,0.6,92,2019-06-06
2019,6,7,26,18.6,11.8,92,2019-06-07
2019,6,8,28.5,18.2,16,92,2019-06-08
2019,6,9,27,19.7,0.8,95,2019-06-09
2019,6,10,26.5,19.1,7.5,95,2019-06-10
2019,6,11,26.9,18.2,32,93,2019-06-11
2019,6,12,27.5,18.4,33.7,95,2019-06-12
2019,6,13,26.8,18.5,19.9,90,2019-06-13
2019,6,14,28.4,18.9,0.1,91,2019-06-14
2019,6,15,29.1,19.3,0,92,2019-06-15
2019,6,16,29.2,19.8,14.6,92,2019-06-16
2019,6,17,27.9,20.2,0,92,2019-06-17
2019,6,18,28.8,21.1,0.3,92,2019-06-18
2019,6,19,29.9,20.9,12.6,93,2019-06-19
2019,6,20,29.4,19.5,0.9,96,2019-06-20
2019,6,21,26.9,19.6,14.3,93,2019-06-21
2019,6,22,28.5,19.1,0,92,2019-06-22
2019,6,23,27.7,20.4,6.2,91,2019-06-23
2019,6,24,30.2,19.2,0.2,94,2019-06-24
2019,6,25,26.9,19.3,0,88,2019-06-25
2019,6,26,28.5,19.8,0,92,2019-06-26
2019,6,27,28.2,19.3,0.4,89,2019-06-27
2019,6,28,29.6,19.6,3.4,92,2019-06-28
2019,6,29,28.5,18.7,5.8,94,2019-06-29
2019,6,30,27.6,18.5,11.4,94,2019-06-30
2019,6,31,NA,NA,NA,NA,NA
2019,7,1,26.9,18.2,11.1,94,2019-07-01
2019,7,2,28.1,18.8,6,95,2019-07-02
2019,7,3,26.4,19.4,0,93,2019-07-03
2019,7,4,26.5,19.9,0,89,2019-07-04
2019,7,5,28.4,17.7,0.2,86,2019-07-05
2019,7,6,28.6,18,0.2,90,2019-07-06
2019,7,7,27.8,19.9,5.1,95,2019-07-07
2019,7,8,27.3,18.3,2.2,96,2019-07-08
2019,7,9,26.3,18.6,7.4,95,2019-07-09
2019,7,10,26.6,18.3,0.3,91,2019-07-10
2019,7,11,27.4,18.9,67.3,94,2019-07-11
2019,7,12,26.7,19.7,13.8,96,2019-07-12
2019,7,13,26.1,17.7,1,93,2019-07-13
2019,7,14,26.5,18.5,4.6,96,2019-07-14
2019,7,15,23.7,17.5,0.2,90,2019-07-15
2019,7,16,26.5,19.1,0,93,2019-07-16
2019,7,17,26.3,18.6,0,89,2019-07-17
2019,7,18,28.3,19,26.9,96,2019-07-18
2019,7,19,27.3,19,4.5,92,2019-07-19
2019,7,20,30.1,19,0,89,2019-07-20
2019,7,21,29.6,19.1,9.7,94,2019-07-21
2019,7,22,29.3,19.4,10.8,96,2019-07-22
2019,7,23,24.9,18.7,15.9,95,2019-07-23
2019,7,24,25.3,19.1,53.2,98,2019-07-24
2019,7,25,26,18.6,1.3,94,2019-07-25
2019,7,26,25.1,17.7,0,91,2019-07-26
2019,7,27,25.5,17.8,11.8,92,2019-07-27
2019,7,28,28.3,18.1,5.4,94,2019-07-28
2019,7,29,27,18.3,0,87,2019-07-29
2019,7,30,30.3,19,0,89,2019-07-30
2019,7,31,27.6,19.1,0,91,2019-07-31
2019,8,1,28.8,20.4,0.1,93,2019-08-01
2019,8,2,27.4,19,31,94,2019-08-02
2019,8,3,27.8,19.1,1.3,96,2019-08-03
2019,8,4,26.2,19.2,0,92,2019-08-04
2019,8,5,26.8,19.3,4.2,93,2019-08-05
2019,8,6,27.9,20.2,4.9,92,2019-08-06
2019,8,7,29.1,18.9,5.6,96,2019-08-07
2019,8,8,24.3,18,0.3,91,2019-08-08
2019,8,9,27.4,19.5,4.2,93,2019-08-09
2019,8,10,27.7,19.6,0,94,2019-08-10
2019,8,11,27.8,18.9,0.3,93,2019-08-11
2019,8,12,27.7,19.7,7.3,93,2019-08-12
2019,8,13,30.6,19.9,1.1,94,2019-08-13
2019,8,14,27.7,19.5,0.1,94,2019-08-14
2019,8,15,25.7,18.8,24.6,96,2019-08-15
2019,8,16,24.3,17.6,3.7,86,2019-08-16
2019,8,17,28.1,18.4,21,93,2019-08-17
2019,8,18,28.9,18.1,1.4,94,2019-08-18
2019,8,19,24.7,18.9,6.1,95,2019-08-19
2019,8,20,26.9,17.8,44.9,94,2019-08-20
2019,8,21,26.8,18.8,0.1,91,2019-08-21
2019,8,22,28.5,18.9,0.1,94,2019-08-22
2019,8,23,27.2,19.3,0,91,2019-08-23
2019,8,24,28.6,19,22.6,92,2019-08-24
2019,8,25,28.6,18.5,3,92,2019-08-25
2019,8,26,28.6,18.7,0.3,91,2019-08-26
2019,8,27,27.3,19.4,0,90,2019-08-27
2019,8,28,30.4,20.2,2.7,88,2019-08-28
2019,8,29,30.2,19,0,94,2019-08-29
2019,8,30,24.4,18.6,9.1,95,2019-08-30
2019,8,31,26.8,18.5,6.7,94,2019-08-31
2019,9,1,28.8,19.4,23.2,95,2019-09-01
2019,9,2,26.7,18.2,0.5,90,2019-09-02
2019,9,3,29,18.9,10.1,94,2019-09-03
2019,9,4,26.2,17.7,32,93,2019-09-04
2019,9,5,29.5,17.5,0,89,2019-09-05
2019,9,6,26,18.3,4.5,91,2019-09-06
2019,9,7,28.1,19.7,5.5,97,2019-09-07
2019,9,8,23.6,18.4,32.2,91,2019-09-08
2019,9,9,29,18.6,8.2,94,2019-09-09
2019,9,10,28.6,19,0,93,2019-09-10
2019,9,11,27.8,19.3,0,91,2019-09-11
2019,9,12,29.3,19.5,0,92,2019-09-12
2019,9,13,26.2,19.2,4,95,2019-09-13
2019,9,14,25.5,18.8,26.3,94,2019-09-14
2019,9,15,27.8,18.7,6.5,96,2019-09-15
2019,9,16,25.1,17.5,0,87,2019-09-16
2019,9,17,28.7,19.3,20.7,96,2019-09-17
2019,9,18,27.4,17.8,22.2,94,2019-09-18
2019,9,19,28,18.2,4,95,2019-09-19
2019,9,20,27.3,16.6,5.9,92,2019-09-20
2019,9,21,27.6,18.8,13.5,94,2019-09-21
2019,9,22,26.3,18.9,2.4,96,2019-09-22
2019,9,23,26.2,18.5,0.5,94,2019-09-23
2019,9,24,28.2,18.2,1.2,94,2019-09-24
2019,9,25,27.8,19.2,14.6,97,2019-09-25
2019,9,26,25,17.3,5.6,92,2019-09-26
2019,9,27,28.2,18.7,5.5,94,2019-09-27
2019,9,28,27.5,18.7,7,96,2019-09-28
2019,9,29,28.5,18,0,88,2019-09-29
2019,9,30,29.7,19.4,0,94,2019-09-30
2019,9,31,NA,NA,NA,NA,NA
2019,10,1,25.7,19.1,1.1,94,2019-10-01
2019,10,2,26.5,17.6,1.4,93,2019-10-02
2019,10,3,24.7,18.7,4.7,95,2019-10-03
2019,10,4,27.2,17.9,7.9,93,2019-10-04
2019,10,5,28.4,18.7,28.2,97,2019-10-05
2019,10,6,26.6,17.2,13.7,94,2019-10-06
2019,10,7,28.9,17.6,3.9,97,2019-10-07
2019,10,8,24.3,18.3,6.4,94,2019-10-08
2019,10,9,27.3,18.7,4.3,97,2019-10-09
2019,10,10,25.9,18,23.5,94,2019-10-10
2019,10,11,26.5,17.9,6.3,94,2019-10-11
2019,10,12,27.4,18.4,65.2,97,2019-10-12
2019,10,13,26.2,18.4,18.4,97,2019-10-13
2019,10,14,24.6,17.2,15.2,93,2019-10-14
2019,10,15,24,17.9,1,96,2019-10-15
2019,10,16,24.5,17.8,10.5,93,2019-10-16
2019,10,17,27.4,18,10.9,94,2019-10-17
2019,10,18,28.2,17.9,10.1,94,2019-10-18
2019,10,19,27,17.7,16.9,93,2019-10-19
2019,10,20,26.2,17.9,11.4,94,2019-10-20
2019,10,21,27.9,17.8,1.5,94,2019-10-21
2019,10,22,26.1,18.6,6.3,96,2019-10-22
2019,10,23,27.1,19.1,21.1,94,2019-10-23
2019,10,24,28.3,17.9,8.3,95,2019-10-24
2019,10,25,28.9,17.9,12.2,95,2019-10-25
2019,10,26,28.1,18.3,0.1,96,2019-10-26
2019,10,27,25.6,18,2,90,2019-10-27
2019,10,28,28.9,19.8,25,97,2019-10-28
2019,10,29,27,18.2,1.6,93,2019-10-29
2019,10,30,28.5,19.3,10.1,95,2019-10-30
2019,10,31,27.5,17.9,3.3,95,2019-10-31
2019,11,1,25.9,19.5,2.9,93,2019-11-01
2019,11,2,27.2,18.2,12.2,94,2019-11-02
2019,11,3,27.2,19.3,24.6,95,2019-11-03
2019,11,4,25.5,18.3,0.1,94,2019-11-04
2019,11,5,26.6,18.1,0.6,93,2019-11-05
2019,11,6,28.1,18.7,0.7,94,2019-11-06
2019,11,7,25.6,18.5,6.8,94,2019-11-07
2019,11,8,27,19.6,24.6,97,2019-11-08
2019,11,9,27.2,19.5,4.9,95,2019-11-09
2019,11,10,28.1,19.3,11.8,94,2019-11-10
2019,11,11,28.7,18,18.2,94,2019-11-11
2019,11,12,28.8,19.5,3.1,95,2019-11-12
2019,11,13,25.9,18.6,1.7,96,2019-11-13
2019,11,14,26.6,18.2,26.1,95,2019-11-14
2019,11,15,25.5,18.1,34.8,96,2019-11-15
2019,11,16,25.3,18.5,7.2,94,2019-11-16
2019,11,17,27.4,19.5,6.7,93,2019-11-17
2019,11,18,27.4,19.2,17.9,96,2019-11-18
2019,11,19,27.3,18.8,31.9,97,2019-11-19
2019,11,20,25.8,17.8,9.1,94,2019-11-20
2019,11,21,25.2,17.9,0,92,2019-11-21
2019,11,22,26.6,18,0.5,92,2019-11-22
2019,11,23,27,18,1.7,93,2019-11-23
2019,11,24,25.9,17.3,2.2,92,2019-11-24
2019,11,25,27,18.2,3.7,93,2019-11-25
2019,11,26,26.9,19.3,1.6,93,2019-11-26
2019,11,27,27.6,19.6,0.3,92,2019-11-27
2019,11,28,30.4,19.7,10.2,97,2019-11-28
2019,11,29,27,18.3,0.2,94,2019-11-29
2019,11,30,26.9,18.6,3.4,93,2019-11-30
2019,11,31,NA,NA,NA,NA,NA
2019,12,1,27.4,19.4,22.6,95,2019-12-01
2019,12,2,27,19,3,93,2019-12-02
2019,12,3,27,18.7,0,90,2019-12-03
2019,12,4,28.3,18.5,1.1,93,2019-12-04
2019,12,5,28.3,18.4,0,92,2019-12-05
2019,12,6,28.6,17.9,0.6,96,2019-12-06
2019,12,7,24.5,18.2,22.3,95,2019-12-07
2019,12,8,27.5,18.1,0,90,2019-12-08
2019,12,9,28,17,0.5,92,2019-12-09
2019,12,10,27.5,17.6,7.6,92,2019-12-10
2019,12,11,26.6,19.1,0,94,2019-12-11
2019,12,12,25,18.3,1.6,95,2019-12-12
2019,12,13,26.4,17.5,0.1,93,2019-12-13
2019,12,14,26.4,17.6,1.1,92,2019-12-14
2019,12,15,27.2,17.3,1.9,93,2019-12-15
2019,12,16,27.1,18.7,0,92,2019-12-16
2019,12,17,26.8,18.5,35.9,94,2019-12-17
2019,12,18,28,18.1,2.9,94,2019-12-18
2019,12,19,27.9,18.9,0.5,94,2019-12-19
2019,12,20,27,19.2,9.4,95,2019-12-20
2019,12,21,27.1,19.5,5,94,2019-12-21
2019,12,22,27.1,19.8,0.4,95,2019-12-22
2019,12,23,25.6,19.3,0,91,2019-12-23
2019,12,24,27.2,19.2,11.1,95,2019-12-24
2019,12,25,27.5,20.3,7.2,92,2019-12-25
2019,12,26,28.1,19.5,1.7,92,2019-12-26
2019,12,27,28.2,20.2,0.3,93,2019-12-27
2019,12,28,28.6,19.3,0.3,93,2019-12-28
2019,12,29,28.7,19.6,25.9,93,2019-12-29
2019,12,30,28.1,19,1.9,93,2019-12-30
2019,12,31,25.8,19,0,94,2019-12-31
2020,1,1,25,17.5,4.3,91,2020-01-01
2020,1,2,27.1,18.9,16.9,95,2020-01-02
2020,1,3,26.2,18.7,14.8,95,2020-01-03
2020,1,4,26.2,18.2,3.1,89,2020-01-04
2020,1,5,28,17,1.2,83,2020-01-05
2020,1,6,30.8,17.2,4.3,89,2020-01-06
2020,1,7,27.5,17.1,0.1,80,2020-01-07
2020,1,8,29.5,17.1,0,81,2020-01-08
2020,1,9,29.8,17.4,0,72,2020-01-09
2020,1,10,31.4,15.8,0,68,2020-01-10
2020,1,11,30.7,17.5,0,89,2020-01-11
2020,1,12,27.4,18.3,0.4,77,2020-01-12
2020,1,13,30.3,18.2,0,78,2020-01-13
2020,1,14,29.4,17.9,0,70,2020-01-14
2020,1,15,32,17.2,0,74,2020-01-15
2020,1,16,28.7,17.7,0,83,2020-01-16
2020,1,17,30.4,17.7,0,90,2020-01-17
2020,1,18,30.3,18.8,0,83,2020-01-18
2020,1,19,30.8,19.5,0,91,2020-01-19
2020,1,20,28.6,19.8,12.9,91,2020-01-20
2020,1,21,29.4,19,0.1,93,2020-01-21
2020,1,22,25.6,19.2,0.2,90,2020-01-22
2020,1,23,29.5,19.3,2.9,95,2020-01-23
2020,1,24,25.3,18.6,0.6,94,2020-01-24
2020,1,25,27.5,18.8,1.7,90,2020-01-25
2020,1,26,30.2,19.6,6.4,90,2020-01-26
2020,1,27,29.6,19,21.6,93,2020-01-27
2020,1,28,26.9,18.9,3.5,91,2020-01-28
2020,1,29,28,17.6,8.2,91,2020-01-29
2020,1,30,29.7,18.5,0.3,93,2020-01-30
2020,1,31,27.8,17.4,0,87,2020-01-31
2020,2,1,28.3,17.8,0,87,2020-02-01
2020,2,2,28.7,18.3,0,82,2020-02-02
2020,2,3,31,18.3,0,80,2020-02-03
2020,2,4,30.1,19.3,0,85,2020-02-04
2020,2,5,30.8,18.9,0,88,2020-02-05
2020,2,6,29.1,18.2,3.7,86,2020-02-06
2020,2,7,30.1,18.3,0,85,2020-02-07
2020,2,8,29.6,18.2,0,86,2020-02-08
2020,2,9,30.2,17.8,0,68,2020-02-09
2020,2,10,30.2,17.3,0,55,2020-02-10
2020,2,11,32.7,16.4,0,86,2020-02-11
2020,2,12,30.6,18,0,83,2020-02-12
2020,2,13,31.4,18.1,0,86,2020-02-13
2020,2,14,30.3,18.9,0,76,2020-02-14
2020,2,15,30.3,17.5,0,66,2020-02-15
2020,2,16,32.5,18.3,0,73,2020-02-16
2020,2,17,31.5,17.7,0,72,2020-02-17
2020,2,18,32.2,17.7,0,70,2020-02-18
2020,2,19,32.8,18.2,0,77,2020-02-19
2020,2,20,32.4,18.3,2.6,86,2020-02-20
2020,2,21,31,18.4,0,76,2020-02-21
2020,2,22,31.6,17.6,0,66,2020-02-22
2020,2,23,31.9,16.7,0,60,2020-02-23
2020,2,24,31.8,17.9,13.3,72,2020-02-24
2020,2,25,30.8,18.5,19.3,90,2020-02-25
2020,2,26,29.2,18.2,24,90,2020-02-26
2020,2,27,29.6,18.4,5,90,2020-02-27
2020,2,28,29.3,17.1,0,67,2020-02-28
2020,2,29,30.8,17.6,0,60,2020-02-29
2020,2,30,NA,NA,NA,NA,NA
2020,2,31,NA,NA,NA,NA,NA
2020,3,1,31.3,17,0,66,2020-03-01
2020,3,2,32.4,17.3,0,83,2020-03-02
2020,3,3,31.4,18.4,0,85,2020-03-03
2020,3,4,30.5,19.3,0,86,2020-03-04
2020,3,5,30.7,18.2,0,76,2020-03-05
2020,3,6,32,18.9,0,82,2020-03-06
2020,3,7,30.5,17.7,0,71,2020-03-07
2020,3,8,32,17,0,60,2020-03-08
2020,3,9,32.4,17.2,0,58,2020-03-09
2020,3,10,33,16.1,0,67,2020-03-10
2020,3,11,31.7,16.9,0,67,2020-03-11
2020,3,12,31.7,17.2,0,75,2020-03-12
2020,3,13,31.1,18.2,0,84,2020-03-13
2020,3,14,30.8,18.8,0.2,86,2020-03-14
2020,3,15,30.8,17.7,0,79,2020-03-15
2020,3,16,31.6,18.2,0,75,2020-03-16
2020,3,17,31.1,17.5,0,72,2020-03-17
2020,3,18,30.8,18.2,0,65,2020-03-18
2020,3,19,30.6,16.9,0.1,73,2020-03-19
2020,3,20,30,17.2,0.2,75,2020-03-20
2020,3,21,30.4,17.4,0,64,2020-03-21
2020,3,22,30.8,16.3,0,69,2020-03-22
